passenger_id,first_name,last_name,age,gender,date_of_birth,email_masked,phone_masked,aadhaar_hash
P1988,Kavya,Iyer,78.0,M,1948-09-25,k*********@hotmail.com,+91-******6243,1e1621b7c43a42a9
P1989,Reyansh,Chatterjee,26.0,M,2000-04-12,r*****************@outlook.com,+91-******2352,44c9e3c045b6bb56
P1990,Arjun,Agarwal,62.0,F,1964-07-20,a************@yahoo.com,+91-******8953,408bb5de22823d0d
P1991,Aarav,Sharma,4.0,F,2022-07-24,a***********@rediffmail.com,+91-******5354,acd017088865ff4f
P1992,Diya,Singh,89.0,F,1937-09-09,d*********@hotmail.com,+91-******9636,758836bf958752fb
P1993,Muhammad,Naidu,42.0,M,1984-10-02,m**************@rediffmail.com,+91-******0435,390d09719a79b489
P1994,Diya,Kulkarni,89.0,F,1937-03-18,d*************@hotmail.com,+91-******8553,53e93a05fd30c90b
P1995,Arjun,Verma,18.0,F,2008-08-06,a***********@gmail.com,+91-******0502,e9a0ca0bf5f20c24
P1996,Ira,Nair,40.0,M,1986-09-24,i*******@gmail.com,+91-******9487,a99bf74d494323fc
P1997,Aadhya,Reddy,72.0,F,1954-01-07,a***********@rediffmail.com,+91-******0262,d30b6054df630614
P1998,Shaurya,Kulkarni,39.0,F,1987-04-14,s***************@gmail.com,+91-******9851,abf1ca9d3729c186
P1999,Ananya,Pillai,14.0,F,2012-12-15,a*************@yahoo.com,+91-******9290,fcc1c9874b9f3483
